date,horizon,target,actual,naive,arima,var,ridge,lasso,rf,xgb
2000-07-01,6,unrate,3.9,4.0,3.754031614757381,4.053309821568113,4.085634124081228,4.2824944711333,4.0717532745032745,3.9657750129699703
2000-08-01,1,infl_yoy,3.3512866546977715,3.5992801439711952,3.6050622116453583,3.3503038697238123,3.1924044894587555,3.5284150454145182,3.3142086028781863,3.256052732467652
2000-08-01,1,unrate,4.1,4.0,3.946543051485662,4.045700264312368,3.96142937194234,4.113166020444414,4.11099122960373,4.092044353485107
2000-08-01,3,infl_yoy,3.450327186198688,3.5992801439711952,3.4080447620232963,3.383103613539856,3.1741174834718726,3.158376756171108,3.2826075300959183,3.270319938659668
2000-08-01,3,unrate,3.9,4.0,3.875864112676552,4.066969718238326,4.041924561087997,4.251325774946345,4.150535146716027,4.160043716430664
2000-08-01,6,infl_yoy,3.7212049616065945,3.5992801439711952,3.1638138848697817,3.134438980954678,3.605825369938727,3.043085812888902,3.448936584164396,3.065011739730835
2000-08-01,6,unrate,4.2,4.0,3.769386574795864,4.117063425727472,4.150782985314235,4.172178457404415,4.1267066211781,4.082810401916504
2000-09-01,1,infl_yoy,3.45649582836709,3.3512866546977715,3.1430004149634767,3.422638145795813,3.1524596106198617,3.1612994470677784,3.32514073765532,3.1439223289489746
2000-09-01,1,unrate,3.9,4.1,4.0255907522383545,4.096851993051108,3.803438494537719,3.904319064675549,4.114770926785631,4.216973781585693
2000-09-01,3,infl_yoy,3.444180522565321,3.3512866546977715,3.049263959498696,3.2139176754994336,3.918553318140379,3.310058026749692,3.365664027268957,3.394421100616455
2000-09-01,3,unrate,3.9,4.1,3.9636382322669776,4.1501782954915925,4.281000629088233,4.199543709578947,4.066980309886194,4.057359218597412
2000-09-01,6,infl_yoy,3.529411764705892,3.3512866546977715,2.962572747251999,3.0376284488052137,2.791580323238421,2.5858031822452805,3.2266866568603643,3.130736351013184
2000-09-01,6,unrate,4.2,4.1,3.868363615614468,4.193601472241662,4.201581876562223,4.149838699979449,4.2034226767041005,4.1839919090271
2000-10-01,1,infl_yoy,3.450327186198688,3.45649582836709,3.5260144127830797,3.426295225664312,3.796619869139686,3.527299432888306,3.339548479584833,3.290278196334839
2000-10-01,1,unrate,3.9,3.9,3.9007785308689273,3.952829547615597,4.022042953785806,4.038742016897139,4.103878714912537,4.022887706756592
2000-10-01,3,infl_yoy,3.4360189573459543,3.45649582836709,3.340286519788612,3.2414669784290018,4.343197593023436,3.520725116207792,3.401977824240902,3.3781633377075195
2000-10-01,3,unrate,3.9,3.9,3.8306603502336,3.953192957377482,4.397598426426841,4.170382858456608,4.042268736526628,4.021162033081055
2000-10-01,6,infl_yoy,2.9824561403508643,3.45649582836709,3.0944329935475983,3.054216419965921,4.066446214577884,3.5277868626027176,2.9496478326635245,2.9574179649353027
2000-10-01,6,unrate,4.3,3.9,3.725031614066425,3.982556683157232,4.182578468236518,4.030717488340578,4.210594559607061,4.23748779296875
2000-11-01,1,infl_yoy,3.444180522565321,3.450327186198688,3.237704234946949,3.263087724429494,3.798729992568392,3.414215710355141,3.4338575313976496,3.5253984928131104
2000-11-01,1,unrate,3.9,3.9,3.8651650105710993,3.939933121470905,4.0798715425731285,3.9938814867172754,4.040360864952041,4.070403099060059
2000-11-01,3,infl_yoy,3.7212049616065945,3.450327186198688,3.1307060478384336,3.246664226016354,3.8398870638371134,3.3382815416553733,3.385732431785798,3.528576135635376
2000-11-01,3,unrate,4.2,3.9,3.794875328407832,3.9143842844072414,3.878277284412295,4.016212240696433,4.122527233340273,4.116256237030029
2000-11-01,6,infl_yoy,3.2182562902282053,3.450327186198688,3.0321751277683724,3.057702578733879,4.491649245503661,3.7329061041189977,3.04197535052988,3.1934168338775635
2000-11-01,6,unrate,4.4,3.9,3.689055713996878,3.926351178012048,4.502249871075464,4.31194748994802,4.287472787180138,4.318714618682861
2000-12-01,1,infl_yoy,3.4360189573459543,3.444180522565321,3.4936369503262537,3.463120054499361,3.2167789792380947,3.0997657820131903,3.4321499022455635,3.358337879180908
2000-12-01,1,unrate,3.9,3.9,3.855585231263796,3.867986617551829,4.120463164457292,4.0161767154856935,4.043338834368246,4.001568794250488
2000-12-01,3,infl_yoy,3.529411764705892,3.444180522565321,3.320641752274476,3.3406011447925628,3.202498294854093,3.0989679602734856,3.433413287945447,3.396536350250244
2000-12-01,3,unrate,4.2,3.9,3.7867131179095233,3.88227576900338,4.200651404365986,4.1953950513371385,4.183013430828715,4.286216735839844
2000-12-01,6,infl_yoy,3.56308411214954,3.444180522565321,3.090559071046447,3.194401755396186,3.3369584714232654,3.255699921800467,3.1490454861469117,3.237021446228028
2000-12-01,6,unrate,4.3,3.9,3.6827387389741455,3.8894990020484808,4.407088156153108,4.29640999862729,4.322002534148857,4.508901596069336
2001-01-01,1,infl_yoy,3.7212049616065945,3.4360189573459543,3.247270513618454,3.3773496929172526,3.651246023904736,3.617837713220663,3.490971882444677,3.5020053386688232
2001-01-01,1,unrate,4.2,3.9,3.853628918511109,3.904982465704575,4.233997136328181,4.240220915421528,4.148564893439893,4.156996726989746
2001-01-01,3,infl_yoy,2.9824561403508643,3.4360189573459543,3.139903967962706,3.269536037206467,3.6968883547775184,3.6918270725532034,3.261412988441601,3.227144718170166
2001-01-01,3,unrate,4.3,3.9,3.7865902087496623,3.91455394661851,4.36713363881031,4.2731844132254295,4.224705292222396,4.207150936126709
2001-01-01,6,infl_yoy,3.193960511033689,3.4360189573459543,3.0383360778132635,3.114986787529856,3.15448655928133,3.3177438210555845,3.158762564897353,3.114525318145752
2001-01-01,6,unrate,4.5,3.9,3.685017481275386,3.926004084905075,4.593162531350165,4.494132023334409,4.382323372134404,4.522991180419922
2001-02-01,1,infl_yoy,3.529411764705892,3.7212049616065945,3.6834343820090103,3.6969222097162255,3.547623400092262,3.418377611297085,3.391908381000033,3.3183724880218506
2001-02-01,1,unrate,4.2,4.2,4.105918640430124,4.13799252980813,4.258155211376251,4.277810363097944,4.200903563838124,4.27890682220459
2001-02-01,3,infl_yoy,3.2182562902282053,3.7212049616065945,3.47183708558885,3.515645758846374,3.7383754781149854,3.622988163809654,3.1361132295274547,3.0881831645965576
2001-02-01,3,unrate,4.4,4.2,4.061396000841707,4.225122530853053,4.445521921419882,4.418175309739085,4.383876423378822,4.484056949615479
2001-02-01,6,infl_yoy,2.7214823393167498,3.7212049616065945,3.289901724661964,3.355173238406272,3.5586862095390077,3.5836879307790728,3.037958090743628,2.970247268676758
2001-02-01,6,unrate,4.6,4.2,3.994612041459083,4.2788823031764105,4.664827124737906,4.579882481745982,4.5316254322346055,4.702088832855225
2001-03-01,1,infl_yoy,2.9824561403508643,3.529411764705892,3.3763679987745308,3.3990130417186126,3.3590547475273755,3.078021504581779,3.0159420013139497,2.978032350540161
2001-03-01,1,unrate,4.3,4.2,4.159962921557305,4.224141088066166,4.644370384078953,4.451339233922383,4.317957517383717,4.375966548919678
2001-03-01,3,infl_yoy,3.56308411214954,3.529411764705892,3.2824245245388,3.297496089466258,3.182625454295511,3.1016815028441984,3.244610461013409,3.208253860473633
2001-03-01,3,unrate,4.3,4.2,4.116675354649587,4.294106117975919,4.254364924435183,4.340276701969621,4.340179970682911,4.440008163452148
2001-03-01,6,infl_yoy,2.7214823393167498,3.529411764705892,3.1355228021291968,3.126099837094512,2.656670867676148,2.5560461714735263,2.889013504917177,2.7411434650421143
2001-03-01,6,unrate,4.9,4.2,4.051744004288009,4.34929913711466,4.553491733537308,4.621632137965778,4.666004002206942,4.69301700592041
2001-04-01,1,infl_yoy,3.2182562902282053,2.9824561403508643,2.9137626243561483,2.8916503298944574,3.684014170821573,3.436732644437699,3.268910776905047,3.1999988555908203
2001-04-01,1,unrate,4.4,4.3,4.252059245292736,4.357530550437827,4.551286041967958,4.510948797910288,4.318777180662475,4.387210369110107
2001-04-01,3,infl_yoy,3.193960511033689,2.9824561403508643,2.923674942054681,2.760694788916979,3.657062408146763,3.449479951803043,3.147958824829307,3.135054349899292
2001-04-01,3,unrate,4.5,4.3,4.21062493735651,4.4000449895375615,4.683791846621377,4.674758611466905,4.401165642690643,4.489043712615967
2001-04-01,6,infl_yoy,2.5921658986175045,2.9824561403508643,2.8449587881480585,2.6502226998867826,3.076437073479045,2.90621742014093,2.7658707794180386,2.638401746749878
2001-04-01,6,unrate,5.0,4.3,4.14847347545217,4.414330122706174,5.137862114899184,4.996115901181012,4.982931066512606,4.88497257232666
2001-05-01,1,infl_yoy,3.56308411214954,3.2182562902282053,3.12691523809338,3.281041748894625,3.7709678019091273,3.6018898807330544,3.297155037050674,3.169516563415528
2001-05-01,1,unrate,4.3,4.4,4.352887143061465,4.3838032370193805,4.401690935188653,4.416029723387115,4.471992630735276,4.388596057891846
2001-05-01,3,infl_yoy,2.7214823393167498,3.2182562902282053,3.0349306161832,2.9948620277133133,3.701838373907797,3.5142681870931423,3.042513188990353,2.934344530105591
2001-05-01,3,unrate,4.6,4.4,4.313415823855295,4.454550998219974,4.641286008071039,4.716508498278924,4.521388766788766,4.587336540222168
2001-05-01,6,infl_yoy,2.127659574468077,3.2182562902282053,2.9355868776147505,2.89564957758291,2.801336942089937,2.8487547399389848,2.717069060346711,2.5535829067230225
2001-05-01,6,unrate,5.3,4.4,4.2542088450460405,4.483624053447222,5.273981840271956,5.136808829015811,5.134899739669516,5.148784160614014
2001-06-01,1,infl_yoy,3.193960511033689,3.56308411214954,3.4716954115621528,3.341974181908033,3.37649627121076,3.0998294762382645,3.197430805597918,3.2012596130371094
2001-06-01,1,unrate,4.5,4.3,4.289874933480987,4.355698688790718,4.467063449716082,4.591831118395573,4.448694729943259,4.552528381347656
2001-06-01,3,infl_yoy,2.7214823393167498,3.56308411214954,3.2931306870487207,3.324991628640838,3.617460390788693,3.271159438222803,2.793721233616927,2.764704942703247
2001-06-01,3,unrate,4.9,4.3,4.24971083857506,4.367362870028574,4.66040673359433,4.833407822627765,4.648837671332795,4.703924179077148
2001-06-01,6,infl_yoy,1.894374282433997,3.56308411214954,3.147793224391404,3.159372981367558,2.957366402182604,2.614974019495248,2.5797803323297885,2.388951063156128
2001-06-01,6,unrate,5.5,4.3,4.189464696216168,4.420135904743558,5.262284380571876,5.220274555047952,5.177387756034815,5.219098567962647
2001-07-01,1,infl_yoy,2.7214823393167498,3.193960511033689,3.046876681873687,3.0543049640926347,3.419840240391008,2.979590879984168,2.7400475525182912,2.846043348312378
2001-07-01,1,unrate,4.6,4.5,4.472055345453769,4.503951925520596,4.612692815866287,4.7305185130112735,4.553024662837162,4.668265342712402
2001-07-01,3,infl_yoy,2.5921658986175045,3.193960511033689,3.031621135351312,3.0981927605121715,3.601807307070465,3.084738105177954,2.7453711974167025,2.701802968978882
2001-07-01,3,unrate,5.0,4.5,4.504199974733494,4.53754654071453,5.161235981797881,5.051016744170306,5.019736753197783,5.02707576751709
2001-07-01,6,infl_yoy,1.603665521191311,3.193960511033689,2.9362913876181858,2.9852211510678788,3.010730826167449,2.883149475991515,2.394030011281869,2.3242218494415283
2001-07-01,6,unrate,5.7,4.5,4.549412375816551,4.563327152744284,5.71509075486111,5.462678746197802,5.290286586207909,5.329386234283447
2001-08-01,1,infl_yoy,2.7214823393167498,2.7214823393167498,2.715326907507297,2.8522712092488995,2.925925157409747,2.6701314845640374,2.721001613839882,2.709247350692749
2001-08-01,1,unrate,4.9,4.6,4.59404849500493,4.567396081255032,4.901337442445123,4.923039746964103,4.6500260059943495,4.880472660064697
2001-08-01,3,infl_yoy,2.127659574468077,2.7214823393167498,2.758035677709884,2.6531224095871417,3.083249931416014,2.6506579202765947,2.64731186544891,2.5693399906158447
2001-08-01,3,unrate,5.3,4.6,4.633941995762536,4.64551484717104,5.315044770815431,5.326936505984175,5.131080108127166,5.139254093170166
2001-08-01,6,infl_yoy,1.1958997722095743,2.7214823393167498,2.7175991517402998,2.638562838354447,2.059689219132708,2.0376852983512586,2.360383773141425,1.9119346141815183
2001-08-01,6,unrate,5.7,4.6,4.690072141912658,4.638049469979723,5.924872784013327,5.709535064027818,5.215257930068913,5.372446537017822
2001-09-01,1,infl_yoy,2.5921658986175045,2.7214823393167498,2.780863415671884,2.685966148568615,2.739784850332407,2.4035850750704078,2.6768542308968377,2.5732228755950928
2001-09-01,1,unrate,5.0,4.9,4.840832422021376,4.890987172516349,5.144497149372462,5.171923742344753,4.900424646187147,5.022355556488037
2001-09-01,3,infl_yoy,1.894374282433997,2.7214823393167498,2.7479436092141545,2.447110077173604,2.7031277365018984,2.4529116127794444,2.532541420781539,2.3250892162323
2001-09-01,3,unrate,5.5,4.9,4.923401600122239,4.973441869997159,5.420843818749322,5.489607954018203,5.184523051703199,5.251979827880859
2001-09-01,6,infl_yoy,1.1363636363636465,2.7214823393167498,2.7099974052145,2.42630763682927,1.959588604594788,2.028609756825472,2.116835835647893,1.6087719202041626
2001-09-01,6,unrate,5.7,4.9,5.03695234719825,4.950137545477186,6.062304895853853,5.875855103644929,5.36609798411793,5.475779533386231
2001-10-01,1,infl_yoy,2.127659574468077,2.5921658986175045,2.5570340859929788,2.415704268865634,2.804235270673584,2.344291161411909,2.2552544648286785,2.2210652828216557
2001-10-01,1,unrate,5.3,5.0,5.066417051367074,5.032850789339694,5.580332722362918,5.492023032544485,5.132821044233541,5.108557224273682
2001-10-01,3,infl_yoy,1.603665521191311,2.5921658986175045,2.5954016792293317,2.3421887155876826,1.9777212032246263,1.95814896707672,2.317614838233004,2.156794548034668
2001-10-01,3,unrate,5.7,5.0,5.25139487190046,5.087054413679651,5.837845137463248,5.767260795036727,5.201995441160148,5.345296859741211
2001-10-01,6,infl_yoy,1.362862010221466,2.5921658986175045,2.589244433569892,2.319113888427569,1.3735860648358744,1.1561502051792738,2.174454232830776,2.1037299633026123
2001-10-01,6,unrate,5.7,5.0,5.506261141713966,5.0546059269001535,6.2023628539037485,6.081504950987231,5.461802338837632,5.612560272216797
2001-11-01,1,infl_yoy,1.894374282433997,2.127659574468077,2.1231316587245423,1.9943030181047376,1.7457581109453044,1.7742787863348932,2.100332498335522,1.9361205101013184
2001-11-01,1,unrate,5.5,5.3,5.338902333280461,5.34575143830154,5.520821709797128,5.562069510407455,5.218936466311464,5.342434883117676
2001-11-01,3,infl_yoy,1.1958997722095743,2.127659574468077,2.271983933782903,1.911984756928684,1.326038726373466,1.2673721270738472,2.0825130325220584,1.84693706035614
2001-11-01,3,unrate,5.7,5.3,5.549127278767503,5.4213174374046,5.8056916292963,5.811424652687001,5.236098363319688,5.387978076934815
2001-11-01,6,infl_yoy,1.643990929705219,2.127659574468077,2.332596865289108,1.9466488910581443,1.3080707303610055,0.7148628462697131,2.032760432350222,1.7610373497009275
2001-11-01,6,unrate,5.9,5.3,5.813634123734061,5.357270998447632,6.254000807489218,6.296620761453994,5.653409734645298,5.815740585327148
2001-12-01,1,infl_yoy,1.603665521191311,1.894374282433997,1.9888803298530269,1.9119991672952388,1.71233649938633,1.6488990270910429,1.8448995419755665,1.6752265691757202
2001-12-01,1,unrate,5.7,5.5,5.595730223503397,5.524965516753007,5.797841457628556,5.755356299764647,5.40317116519102,5.578915119171143
2001-12-01,3,infl_yoy,1.1363636363636465,1.894374282433997,2.1143867112236565,1.6762015838132986,1.441596266996202,1.1848063366882182,1.9144444433894887,1.5770984888076782
2001-12-01,3,unrate,5.7,5.5,5.857533641234264,5.621297652298242,6.024034626430527,5.943979625823294,5.553468375333816,5.613826274871826
2001-12-01,6,infl_yoy,1.2408347433727984,1.894374282433997,2.205937359487258,1.763072683594943,1.461604328291466,0.9783792228146576,1.7904576203823863,1.5447434186935425
2001-12-01,6,unrate,5.8,5.5,6.202522564752115,5.540808211073646,5.998868139199897,6.126946781232975,5.729869976183949,5.719319820404053
2002-01-01,1,infl_yoy,1.1958997722095743,1.603665521191311,1.6358404255423131,1.392019119380758,1.246667332606928,1.143174424472079,1.664137406912499,1.477652907371521
2002-01-01,1,unrate,5.7,5.7,5.84023635500665,5.795594030299078,5.813956177953464,5.753818295708292,5.484175858292036,5.530108451843262
2002-01-01,3,infl_yoy,1.362862010221466,1.603665521191311,1.829375771028367,1.2735628205805931,1.19135389554954,0.6597112921364585,1.8320034188227083,1.7061101198196411
2002-01-01,3,unrate,5.7,5.7,6.15997364235187,5.874236400711735,6.008890794494056,6.0267781690882085,5.498497505272507,5.626209735870361
2002-01-01,6,infl_yoy,1.0692177827799745,1.603665521191311,1.9711704623155732,1.342746483788347,1.414334212379519,0.8552799985906145,1.65383026854498,1.4835808277130127
2002-01-01,6,unrate,5.8,5.7,6.61032662996402,5.782834881278682,5.560312517922448,5.938364781738997,5.714062066455217,5.697386741638184
2002-02-01,1,infl_yoy,1.1363636363636465,1.1958997722095743,1.255033832704673,1.099082971680449,0.9617998117477036,0.977995862374066,1.5544131376504504,1.4403544664382937
2002-02-01,1,unrate,5.7,5.7,5.856649878581121,5.771394669230571,6.058368088019426,5.8450436112135815,5.460534212274651,5.547341346740723
2002-02-01,3,infl_yoy,1.643990929705219,1.1958997722095743,1.4906061060725189,1.0560760193193122,1.6431980896008884,0.9348980079480028,1.7618410233570565,1.7751845121383667
2002-02-01,3,unrate,5.9,5.7,6.096697310690331,5.746840387564484,6.339248780288681,6.20458598037919,5.571078869092725,5.735848426818848
2002-02-01,6,infl_yoy,1.465614430665152,1.1958997722095743,1.6794737370200872,1.234089066866776,1.4788269383124204,0.9110430251404702,1.623081824878431,1.571069836616516
2002-02-01,6,unrate,5.8,5.7,6.423748302668309,5.578949345263012,5.691695428671477,5.934544456440513,5.733635391143942,5.694039821624756
2002-03-01,1,infl_yoy,1.362862010221466,1.1363636363636465,1.2675958510055465,1.1496322688832432,1.3529441135171885,1.3217834978955816,1.5210941310855517,1.494857668876648
2002-03-01,1,unrate,5.7,5.7,5.839170043755336,5.707078105889201,5.9915297651439,5.927161112008864,5.48511914196914,5.555499076843262
2002-03-01,3,infl_yoy,1.2408347433727984,1.1363636363636465,1.0404713863480586,1.1579604956121163,2.060976971582805,1.5756523663345643,1.622482713262866,1.7133939266204834
2002-03-01,3,unrate,5.8,5.7,6.026542649217316,5.611987924732752,6.053704305268383,6.039467690307398,5.619440383227883,5.711362361907959
2002-03-01,6,infl_yoy,1.747463359639223,1.1363636363636465,0.9953182762088036,1.422854305008617,1.9327797907691324,1.4630226509514848,1.739449798071509,1.927653431892395
2002-03-01,6,unrate,5.7,5.7,6.275595940608524,5.396554058917095,5.212821973753687,5.65799969768832,5.731666859855832,5.660837173461914
2002-04-01,1,infl_yoy,1.643990929705219,1.362862010221466,1.2937374212270405,1.3678468635524492,2.1122996048071228,1.7376455825310129,1.6203055600188252,1.5392919778823853
2002-04-01,1,unrate,5.9,5.7,5.786143531813923,5.639528458801427,6.09749995404877,5.994080994258917,5.597838204850706,5.799605369567871
2002-04-01,3,infl_yoy,1.0692177827799745,1.362862010221466,1.2079827658792377,1.4924599072166624,1.458820416370139,1.4680058547993249,1.5196653986292157,1.541906237602234
2002-04-01,3,unrate,5.8,5.7,5.8806746765691456,5.5200862398362425,5.706982386885447,5.925456610523564,5.641114016702252,5.685549259185791
2002-04-01,6,infl_yoy,1.516002245929271,1.362862010221466,1.0630220400604928,1.76794249856605,2.83653136624785,2.361722650089306,1.707107565746655,1.808056592941284
2002-04-01,6,unrate,5.7,5.7,5.989894014927319,5.302603916925355,5.345388479851316,5.608106868483484,5.629978801998655,5.594817638397217
2002-05-01,1,infl_yoy,1.2408347433727984,1.643990929705219,1.728797166648566,1.6416207803847953,0.8183494147326473,1.1357127737152,1.4500428086234185,1.4946545362472534
2002-05-01,1,unrate,5.8,5.9,5.959349751346722,5.804232038344555,5.976070377654763,5.887179847716006,5.63452432151182,5.764442920684815
2002-05-01,3,infl_yoy,1.465614430665152,1.643990929705219,1.807935268005593,1.7487148080586956,1.2607644805381957,1.2202056841331248,1.4923985949460907,1.451380491256714
2002-05-01,3,unrate,5.8,5.9,6.112647203547196,5.746467860418333,5.672728850597708,5.70495210264292,5.670157236739569,5.7139739990234375
2002-05-01,6,infl_yoy,2.027027027027017,1.643990929705219,1.9419931612996373,1.96782214804456,2.022208402590782,2.06601432638055,1.765972391038589,1.8658593893051147
2002-05-01,6,unrate,5.7,5.9,6.312581748616411,5.574661737609207,5.205862693826437,5.444197395232341,5.594973781284077,5.507299900054932
2002-06-01,1,infl_yoy,1.0692177827799745,1.2408347433727984,1.2431909926731437,1.1987138515238382,1.1705115514048272,1.179658133593961,1.428249516022727,1.2914055585861206
2002-06-01,1,unrate,5.8,5.8,5.900670725433927,5.801893041762703,5.895677851238434,5.829468642882597,5.726281219820769,5.646996974945068
2002-06-01,3,infl_yoy,1.747463359639223,1.2408347433727984,1.232388337342327,1.4191206066301,1.5083535594271609,1.4088891928229472,1.5787018521829266,1.6749924421310425
2002-06-01,3,unrate,5.7,5.8,6.011783652070674,5.712032422928134,5.561795538865854,5.66566158068288,5.692971496821595,5.640298843383789
2002-06-01,6,infl_yoy,2.2535211267605604,1.2408347433727984,1.2084436346219691,1.6418802638097023,2.276781874888296,2.304126925322244,1.9466869371327216,2.168202638626098
2002-06-01,6,unrate,5.9,5.8,6.1491735320763805,5.534909857219721,5.406809564844805,5.544619175912518,5.458667728105229,5.582289695739746
2002-07-01,1,infl_yoy,1.465614430665152,1.0692177827799745,1.159053050841701,1.242089250602202,1.4815395053567793,1.4358779886905588,1.436978607214102,1.39263117313385
