date,horizon,target,actual,naive,arima,var
2017-07-01,6,unrate,4.1,4.3,4.214986497302928,4.203793299978485
2017-08-01,1,infl_yoy,1.92812155729698,1.7251073506566073,1.7491279446627757,1.9016770432493402
2017-08-01,1,unrate,4.4,4.3,4.2750658319377095,4.279774466901316
2017-08-01,3,infl_yoy,2.020757753132485,1.7251073506566073,1.8491320827552182,2.0942038308308835
2017-08-01,3,unrate,4.2,4.3,4.247825168369217,4.2787297909198525
2017-08-01,6,infl_yoy,2.151318868063945,1.7251073506566073,1.98290834335116,2.2669572965719524
2017-08-01,6,unrate,4.0,4.3,4.244110167622375,4.240262382615569
2017-09-01,1,infl_yoy,2.1805652303711787,1.92812155729698,2.0836008099582184,2.0636624546624662
2017-09-01,1,unrate,4.3,4.4,4.377627903175613,4.398386276008143
2017-09-01,3,infl_yoy,2.172493864295566,1.92812155729698,2.1186052963464665,2.1875036293995036
2017-09-01,3,unrate,4.2,4.4,4.3937594902910915,4.411614872590509
2017-09-01,6,infl_yoy,2.263468931091861,1.92812155729698,2.1347255681385433,2.208143097042919
2017-09-01,6,unrate,4.1,4.4,4.446088593193985,4.429061314996081
2017-10-01,1,infl_yoy,2.020757753132485,2.1805652303711787,2.2934918722417077,2.2865917787774417
2017-10-01,1,unrate,4.2,4.3,4.309555127050765,4.309453247706672
2017-10-01,3,infl_yoy,2.129930719552253,2.1805652303711787,2.2946644100315337,2.3647832965107587
2017-10-01,3,unrate,4.1,4.3,4.312454674199073,4.2859058164571895
2017-10-01,6,infl_yoy,2.3309497646499366,2.1805652303711787,2.2937109435671386,2.3797320667404502
2017-10-01,6,unrate,4.0,4.3,4.347939141221099,4.262733099407371
2017-11-01,1,infl_yoy,2.172493864295566,2.020757753132485,1.9820065773267286,1.954829702849678
2017-11-01,1,unrate,4.2,4.2,4.19585367063335,4.200214496176122
2017-11-01,3,infl_yoy,2.151318868063945,2.020757753132485,2.036479161217547,2.1083081595218958
2017-11-01,3,unrate,4.0,4.2,4.180695627768202,4.172768276510095
2017-11-01,6,infl_yoy,2.4709963021052994,2.020757753132485,2.087689671882032,2.261070735803185
2017-11-01,6,unrate,4.0,4.2,4.193915671819122,4.1113992501733385
2017-12-01,1,infl_yoy,2.129930719552253,2.172493864295566,2.2614175449362124,2.323273656197445
2017-12-01,1,unrate,4.1,4.2,4.18897116891568,4.169695964615107
2017-12-01,3,infl_yoy,2.263468931091861,2.172493864295566,2.2613884774775794,2.3943479782678434
2017-12-01,3,unrate,4.1,4.2,4.180213083765188,4.110623793701001
2017-12-01,6,infl_yoy,2.781921607842497,2.172493864295566,2.264887545999388,2.4691091682869994
2017-12-01,6,unrate,3.8,4.2,4.202036200543086,4.075723933898065
2018-01-01,1,infl_yoy,2.151318868063945,2.129930719552253,2.0826116833168,2.11228077288675
2018-01-01,1,unrate,4.0,4.1,4.0979605355908255,4.101478799419551
2018-01-01,3,infl_yoy,2.3309497646499366,2.129930719552253,2.1174898935978295,2.2406364575650786
2018-01-01,3,unrate,4.0,4.1,4.075472660647991,4.027871061777722
2018-01-01,6,infl_yoy,2.8075506935940187,2.129930719552253,2.1581239201345195,2.3724249029387163
2018-01-01,6,unrate,4.0,4.1,4.08074678062923,3.9774405195218705
2018-02-01,1,infl_yoy,2.263468931091861,2.151318868063945,2.1989432730893523,2.1900967301613417
2018-02-01,1,unrate,4.1,4.0,3.990326081406392,3.9416924085272207
2018-02-01,3,infl_yoy,2.4709963021052994,2.151318868063945,2.211075384518719,2.3575114666430705
2018-02-01,3,unrate,4.0,4.0,3.9518291105886476,3.8758406266416894
2018-02-01,6,infl_yoy,2.854124785561929,2.151318868063945,2.221742064333184,2.512257209700528
2018-02-01,6,unrate,3.8,4.0,3.9365744764375292,3.7921933097281713
2018-03-01,1,infl_yoy,2.3309497646499366,2.263468931091861,2.290980925129382,2.4037604099930725
2018-03-01,1,unrate,4.0,4.1,4.07313782992043,4.067367535273297
2018-03-01,3,infl_yoy,2.781921607842497,2.263468931091861,2.285024378078675,2.469678887387939
2018-03-01,3,unrate,3.8,4.1,4.076476733953742,4.0349347665822295
2018-03-01,6,infl_yoy,2.642923856874257,2.263468931091861,2.27899575491993,2.4630769467792972
2018-03-01,6,unrate,3.8,4.1,4.116041644507867,4.031667825522084
2018-04-01,1,infl_yoy,2.4709963021052994,2.3309497646499366,2.345003566564188,2.348405357739635
2018-04-01,1,unrate,4.0,4.0,3.9992504723106777,3.9830173055494495
2018-04-01,3,infl_yoy,2.8075506935940187,2.3309497646499366,2.3285411806174845,2.4183303073246054
2018-04-01,3,unrate,4.0,4.0,3.9948694077912035,3.9439856005236282
2018-04-01,6,infl_yoy,2.332055105808828,2.3309497646499366,2.3079198681582684,2.4523776478108097
2018-04-01,6,unrate,3.7,4.0,4.023757453266548,3.9329075104817175
2018-05-01,1,infl_yoy,2.781921607842497,2.4709963021052994,2.5099742869950243,2.5468353378850477
2018-05-01,1,unrate,3.8,4.0,3.9944956607199713,3.9768094400418015
2018-05-01,3,infl_yoy,2.854124785561929,2.4709963021052994,2.461350217288403,2.5559938661896973
2018-05-01,3,unrate,3.8,4.0,3.997942882131481,3.964001229855084
2018-05-01,6,infl_yoy,2.492032470218053,2.4709963021052994,2.4038651323749303,2.5370759923880035
2018-05-01,6,unrate,3.8,4.0,4.038565479730904,3.9516955189050087
2018-06-01,1,infl_yoy,2.8075506935940187,2.781921607842497,2.8622050860109263,2.888422194104568
