date,horizon,target,actual,ridge,lasso,rf,xgb
2016-03-01,3,unrate,4.8,4.737959514847198,4.768850139699873,5.022298091036015,4.953812122344971
2016-03-01,6,infl_yoy,1.0553158595656864,0.9985432546497282,1.0553163360114126,1.204873594902122,1.4771089553833008
2016-03-01,6,unrate,4.9,4.564153959420313,4.6339020786868295,5.011155664316297,4.913382530212402
2016-04-01,1,infl_yoy,1.1726257503534845,1.422884292123697,1.4618685328500929,1.2043742997326823,1.3409582376480103
2016-04-01,1,unrate,5.1,4.979146915600989,5.033582781640822,5.044044233674004,5.03447961807251
2016-04-01,3,infl_yoy,1.0792865347959424,1.3331376970104898,1.4954345189690623,1.3486287076321515,1.2825243473052979
2016-04-01,3,unrate,4.9,4.749459435514005,4.811620571999612,5.03549185224488,5.000855922698975
2016-04-01,6,infl_yoy,1.5486446201652182,1.8546616527771986,1.9389063956026156,1.5777556790586846,1.6648133993148804
2016-04-01,6,unrate,5.0,4.529723369646363,4.593531209562547,4.976462217622694,4.913013458251953
2016-05-01,1,infl_yoy,1.0784764621246223,0.982218399239017,1.1211787286016501,1.064417780604927,1.0827690362930298
2016-05-01,1,unrate,4.8,4.709218050362097,4.792439814766944,4.960770771392122,4.913921356201172
2016-05-01,3,infl_yoy,0.8683633430518256,1.4213710793406482,1.3515140940692516,1.2267131983467883,1.276902675628662
2016-05-01,3,unrate,4.8,4.764809651782909,4.752241474436312,4.971130959637957,4.988478183746338
2016-05-01,6,infl_yoy,1.685924966243646,2.084401063597557,1.9479472713339185,1.6242757248073119,1.7092247009277344
2016-05-01,6,unrate,4.9,4.432608492827795,4.447766457744141,4.956381005942225,4.813534736633301
2016-06-01,1,infl_yoy,1.0792865347959424,1.2281698925698965,1.133024596033052,1.1440706336766489,1.12776517868042
2016-06-01,1,unrate,4.9,4.7648698357584305,4.846237287071382,4.968835955587922,4.903787136077881
2016-06-01,3,infl_yoy,1.0553158595656864,1.4756737989684798,1.4345743769758366,1.4493377042883717,1.6323192119598389
2016-06-01,3,unrate,4.9,4.714109618111749,4.715596847283694,4.939921437220959,4.897779941558838
2016-06-01,6,infl_yoy,1.6843334719788938,2.031526628210391,1.9909766096145352,1.6738848568148499,1.7245010137557983
2016-06-01,6,unrate,4.7,4.4441817220354105,4.538767610990794,4.934941991199008,4.80165958404541
2016-07-01,1,infl_yoy,0.8683633430518256,0.7666394244268278,0.7091988141377135,1.0801366323258628,1.171041488647461
2016-07-01,1,unrate,4.8,4.758571913460962,4.7588858871038955,4.944072225813213,4.906815528869629
2016-07-01,3,infl_yoy,1.5486446201652182,1.0251007603839093,1.1392872363379345,1.592234548386475,1.5480519533157349
2016-07-01,3,unrate,5.0,4.540456692376813,4.550594712414569,4.944045780262661,4.839259147644043
2016-07-01,6,infl_yoy,2.0507989115119862,1.4422804800500941,1.5349056402843653,1.7462195209800064,1.7900125980377197
2016-07-01,6,unrate,4.7,4.422837112370463,4.523798690229967,4.8645604112232625,4.700234889984131
2016-08-01,1,infl_yoy,1.0553158595656864,1.3303625244421222,1.3680724985575545,1.1095941904755948,1.212033748626709
2016-08-01,1,unrate,4.9,4.774017544927168,4.823154301981237,4.953747709758216,4.868459701538086
2016-08-01,3,infl_yoy,1.685924966243646,1.687309578439778,1.6789795972205284,1.6463908950199369,1.5574233531951904
2016-08-01,3,unrate,4.9,4.610980900297781,4.6774223268335735,4.951250513086369,4.882847785949707
2016-08-01,6,infl_yoy,2.510393348257112,2.0746739906024194,2.008792379372957,1.943358746184544,2.0809273719787598
2016-08-01,6,unrate,4.7,4.470995301318904,4.601538916436895,4.9209893845710955,4.726455211639404
2016-09-01,1,infl_yoy,1.5486446201652182,1.940434787250605,1.9181316432904418,1.5565897611121513,1.6816412210464478
2016-09-01,1,unrate,5.0,4.775750590278426,4.880409874656626,4.964463764766887,4.96318244934082
2016-09-01,3,infl_yoy,1.6843334719788938,2.0975958098576353,2.131354827826702,1.7030409870440042,1.752145767211914
2016-09-01,3,unrate,4.7,4.62301341714571,4.745556553584424,4.937252571553749,4.88706636428833
2016-09-01,6,infl_yoy,2.8103616813294208,2.40986071640151,2.4108743461264615,2.1499766252550985,2.6681034564971924
2016-09-01,6,unrate,4.6,4.542987468004879,4.630524552500058,4.901173697171412,4.819314002990723
2016-10-01,1,infl_yoy,1.685924966243646,1.7749047623762753,1.8090764510492034,1.7831565176894797,1.9207409620285034
2016-10-01,1,unrate,4.9,4.750293470421113,4.857104819522323,4.971818816320082,4.932645320892334
2016-10-01,3,infl_yoy,2.0507989115119862,1.608607979947581,1.7244493671989942,1.7758900924568395,1.8929692506790161
2016-10-01,3,unrate,4.7,4.659622073408815,4.77885873883003,4.958974610329405,4.875202655792236
2016-10-01,6,infl_yoy,2.44119623655914,1.9836395208210305,2.039291393572957,2.1526616067022717,2.3810184001922607
2016-10-01,6,unrate,4.4,4.625486496271028,4.73173712097044,4.851217790101617,4.791945457458496
2016-11-01,1,infl_yoy,1.6843334719788938,1.6976607594931235,1.7907602579514443,1.7814778933752264,1.7982627153396606
2016-11-01,1,unrate,4.7,4.694457229127386,4.727429254790301,4.885444169230467,4.796996593475342
2016-11-01,3,infl_yoy,2.510393348257112,1.3952401471025673,1.632965580108498,1.8266181607004375,1.9518451690673828
2016-11-01,3,unrate,4.7,4.623990014287131,4.711636942080581,4.964996174533962,4.889903545379639
2016-11-01,6,infl_yoy,2.176223471915395,1.6999806418073935,1.739160371080499,2.0698835763480465,2.270207166671753
2016-11-01,6,unrate,4.4,4.553550897709113,4.583900697157999,4.915143606342158,4.774803161621094
2016-12-01,1,infl_yoy,2.0507989115119862,1.9667300312448992,2.1213227075373444,2.0556065615427563,2.1413986682891846
2016-12-01,1,unrate,4.7,4.58767155697563,4.694384536208323,4.8692906712080495,4.74833345413208
2016-12-01,3,infl_yoy,2.8103616813294208,1.849001881026596,2.021939120721894,2.02373799300176,2.178917169570923
2016-12-01,3,unrate,4.6,4.5448961650012825,4.598577571641203,4.89855730234007,4.813886642456055
2016-12-01,6,infl_yoy,1.856343166761976,1.6664929423106694,1.7624339229428965,2.128433723265973,2.053640365600586
2016-12-01,6,unrate,4.4,4.334692977089061,4.331450499238639,4.826888985409782,4.675332546234131
2017-01-01,1,infl_yoy,2.510393348257112,2.2505378457864826,2.4517411038704875,2.595649314259913,2.3994178771972656
2017-01-01,1,unrate,4.7,4.6287980314685,4.691012369589499,4.844896740387488,4.73447847366333
2017-01-01,3,infl_yoy,2.44119623655914,1.831012692566833,1.9529530227250411,2.955728866292932,2.6075360774993896
2017-01-01,3,unrate,4.4,4.619912429569806,4.5756144863491715,4.81053914003441,4.78416633605957
2017-01-01,6,infl_yoy,1.640565809959127,1.4608365651798196,1.6141446258483518,2.3580520649397245,2.201558828353882
2017-01-01,6,unrate,4.3,4.460214397647398,4.417607956839879,4.666000515636788,4.530831813812256
2017-02-01,1,infl_yoy,2.8103616813294208,2.7448914390633012,2.8352219559683958,2.8251901213823034,3.0066978931427
2017-02-01,1,unrate,4.6,4.613696104301663,4.600299990642793,4.769712006347808,4.708585739135742
2017-02-01,3,infl_yoy,2.176223471915395,2.1764940077106685,2.185300614410693,2.7835375438167023,2.8128442764282227
2017-02-01,3,unrate,4.4,4.541898390700886,4.493185257541477,4.697829352568769,4.683892250061035
2017-02-01,6,infl_yoy,1.7251073506566073,2.2028674390550287,2.1231208593665576,2.233281940213247,2.391533851623535
2017-02-01,6,unrate,4.3,4.5198733573989,4.470154097083668,4.725858973837948,4.605597496032715
2017-03-01,1,infl_yoy,2.44119623655914,1.9759877062274103,2.0535113786912937,2.481204386634074,2.3268654346466064
2017-03-01,1,unrate,4.4,4.497369140048086,4.450526132399677,4.440187933261094,4.551523685455322
2017-03-01,3,infl_yoy,1.856343166761976,1.7860244949656594,1.849547667056644,2.463470365046338,2.3989322185516357
2017-03-01,3,unrate,4.4,4.443180337040243,4.429511592159552,4.613645907513427,4.5269775390625
2017-03-01,6,infl_yoy,1.92812155729698,1.6151157814537827,1.5650225490448624,2.1176223283690456,2.0081169605255127
2017-03-01,6,unrate,4.4,4.324760941374463,4.25710606834569,4.743619541750329,4.512573719024658
2017-04-01,1,infl_yoy,2.176223471915395,1.994014033705978,1.982565364446216,2.1578839171865423,2.221376419067383
2017-04-01,1,unrate,4.4,4.353320134263522,4.384475468127943,4.432487951552454,4.419087886810303
2017-04-01,3,infl_yoy,1.640565809959127,2.034853643508025,2.0457480679547153,2.072638691609564,2.1456151008605957
2017-04-01,3,unrate,4.3,4.286690694717563,4.302818496203155,4.519639359624685,4.384585857391357
2017-04-01,6,infl_yoy,2.1805652303711787,1.5252825431525805,1.6415025427034335,2.0369539931955636,1.9830958843231201
2017-04-01,6,unrate,4.3,4.064803503173183,4.065368088457402,4.644649719767736,4.355656623840332
2017-05-01,1,infl_yoy,1.856343166761976,1.8372564475096669,1.8762254413732051,1.8494931101471301,1.7516881227493286
2017-05-01,1,unrate,4.4,4.3189348701361485,4.3863850023471525,4.415823360242575,4.374934196472168
2017-05-01,3,infl_yoy,1.7251073506566073,1.810287430119847,1.8177525383472064,1.8976265992753993,2.086172342300415
2017-05-01,3,unrate,4.3,4.196647665315842,4.190577480682951,4.4877368939868925,4.431135177612305
2017-05-01,6,infl_yoy,2.020757753132485,1.6426916517195873,1.8025040503474763,1.9357377958560145,1.8277066946029663
2017-05-01,6,unrate,4.2,4.063810633098067,4.059206020858613,4.565197819382132,4.4129509925842285
2017-06-01,1,infl_yoy,1.640565809959127,1.5256285366083127,1.6181525531526482,1.5381965808356395,1.5217175483703613
2017-06-01,1,unrate,4.3,4.213292913182265,4.277975607540747,4.392975762111073,4.374368667602539
2017-06-01,3,infl_yoy,1.92812155729698,1.361451672006392,1.5109097299193885,1.8195274909047094,1.709225058555603
2017-06-01,3,unrate,4.4,4.042068724522806,4.068389723460466,4.460458583681916,4.477025508880615
2017-06-01,6,infl_yoy,2.172493864295566,1.691034046012492,1.8016467894497958,2.006521621194078,2.0270638465881348
2017-06-01,6,unrate,4.2,4.103558292772973,4.0372418222610476,4.6058338456403956,4.431715965270996
2017-07-01,1,infl_yoy,1.7251073506566073,1.7873318578567448,1.8069747326566543,1.7501449777365472,1.6979637145996094
2017-07-01,1,unrate,4.3,4.2127296609266125,4.258185290667946,4.333982319332522,4.347982883453369
2017-07-01,3,infl_yoy,2.1805652303711787,1.4439167766886316,1.640184834766829,1.955800941973441,1.9334070682525635
2017-07-01,3,unrate,4.3,4.080493713254888,4.155287504569516,4.480724404621315,4.421388626098633
2017-07-01,6,infl_yoy,2.129930719552253,1.7418742470978206,1.8328433119470613,2.092208684137951,2.0810530185699463
2017-07-01,6,unrate,4.1,4.070305889173578,4.089339007815253,4.565531119790649,4.256490230560303
2017-08-01,1,infl_yoy,1.92812155729698,1.7023460253011105,1.8126465845697095,1.928444725113872,1.8859937191009521
2017-08-01,1,unrate,4.4,4.218577769969391,4.329936381509051,4.37853607588405,4.3537445068359375
2017-08-01,3,infl_yoy,2.020757753132485,1.5065050528868404,1.6345738553205191,2.057888050629366,2.1314356327056885
2017-08-01,3,unrate,4.2,4.180899322074973,4.292176686023957,4.501715880421538,4.316695213317871
2017-08-01,6,infl_yoy,2.151318868063945,1.4444427549505903,1.5550143298962986,2.0331933254236834,2.0047178268432617
